episode,sim_step,time_sec,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,left_driver_joint,left_spring_link_joint,left_follower,right_driver_joint,right_spring_link_joint,right_follower_joint,grasp_box_free.px,grasp_box_free.py,grasp_box_free.pz,grasp_box_free.qw,grasp_box_free.qx,grasp_box_free.qy,grasp_box_free.qz,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28,joint_29,joint_30,joint_31,joint_32,joint_33,joint_34,joint_35,joint_36,joint_37,joint_38,joint_39,joint_40,joint_41,joint_42,joint_43,joint_44,joint_45,joint_46,joint_47,joint_48,joint_49,joint_50,joint_51,joint_52,joint_53,joint_54,joint_55,joint_56,joint_57,joint_58,joint_59,joint_60,joint_61,joint_62,joint_63,joint_64,joint_65,joint_66,joint_67,joint_68,joint_69,joint_70,joint_71,joint_72,joint_73,joint_74,joint_75,joint_76,joint_77,joint_78,joint_79,joint_80,joint_81,joint_82,joint_83,joint_84,cable_tip_free.px,cable_tip_free.py,cable_tip_free.pz,cable_tip_free.qw,cable_tip_free.qx,cable_tip_free.qy,cable_tip_free.qz,left_pad_latch_peg_free.px,left_pad_latch_peg_free.py,left_pad_latch_peg_free.pz,left_pad_latch_peg_free.qw,left_pad_latch_peg_free.qx,left_pad_latch_peg_free.qy,left_pad_latch_peg_free.qz,right_pad_latch_peg_free.px,right_pad_latch_peg_free.py,right_pad_latch_peg_free.pz,right_pad_latch_peg_free.qw,right_pad_latch_peg_free.qx,right_pad_latch_peg_free.qy,right_pad_latch_peg_free.qz,target_a_shoulder_pan,ctrl_a_shoulder_pan,target_a_shoulder_lift,ctrl_a_shoulder_lift,target_a_elbow,ctrl_a_elbow,target_a_wrist_1,ctrl_a_wrist_1,target_a_wrist_2,ctrl_a_wrist_2,target_a_wrist_3,ctrl_a_wrist_3,target_a_gripper,ctrl_a_gripper
1,215,4.3,2.68043,-0.14338,0.04669,1.65831,1.57026,1.10811,0.03644,0.03405,0.04212,0.03708,0.03722,0.03705,0.52171,0.00831,-90.67954,1.0,0.0,0.0,0.0,0.0,0.00149,-0.23537,0.0,0.00149,-0.23537,0.0,0.00151,-0.23537,0.0,0.00153,-0.23537,0.0,0.00156,-0.23537,0.0,0.0016,-0.23537,0.0,0.00164,-0.23537,0.0,0.00169,-0.23537,0.0,0.00175,-0.23537,0.0,0.00182,-0.23537,0.0,0.00189,-0.23537,0.0,0.00196,-0.23537,0.0,0.00204,-0.23537,0.0,0.00213,-0.23537,0.0,0.00222,-0.23537,0.0,0.00232,-0.23537,-0.0,0.00242,-0.23537,-0.0,0.00252,-0.23537,-0.0,0.00263,-0.23537,-0.0,0.00274,-0.23537,-1e-05,0.00285,-0.23537,-4e-05,0.00296,-0.23537,-0.00017,0.00307,-0.23533,-0.00036,-0.00075,-0.224,0.83364,-0.20075,0.016,1.0,0.0,0.0,-0.0,0.77979,-0.19728,0.01885,0.00075,0.70657,0.00181,0.70764,0.85631,-0.19707,0.01947,0.70455,-0.00074,-0.70965,0.00182,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,162.23253,162.23253
1,216,4.32,2.67995,-0.14531,0.04672,1.66184,1.57127,1.1082,0.08706,0.08405,0.09673,0.08776,0.0879,0.08776,0.52171,0.00831,-91.52526,1.0,0.0,0.0,0.0,0.0,0.00149,-0.23537,0.0,0.0015,-0.23537,0.0,0.00152,-0.23537,0.0,0.00154,-0.23537,0.0,0.00157,-0.23537,0.0,0.00161,-0.23537,0.0,0.00165,-0.23537,0.0,0.0017,-0.23537,0.0,0.00176,-0.23537,0.0,0.00182,-0.23537,0.0,0.00189,-0.23537,0.0,0.00197,-0.23537,0.0,0.00205,-0.23537,0.0,0.00214,-0.23537,0.0,0.00223,-0.23537,0.0,0.00232,-0.23537,-0.0,0.00242,-0.23537,-0.0,0.00252,-0.23537,-0.0,0.00263,-0.23537,-0.0,0.00274,-0.23537,-1e-05,0.00285,-0.23537,-4e-05,0.00296,-0.23537,-0.00017,0.00307,-0.23533,-0.00035,-0.00075,-0.224,0.83365,-0.20075,0.016,1.0,0.0,0.0,-0.0,0.78119,-0.19756,0.01881,0.00101,0.70888,0.00167,0.70533,0.85333,-0.19739,0.01929,0.70522,-0.001,-0.70898,0.00168,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,169.71245,169.71245
1,217,4.34,2.67932,-0.14796,0.04652,1.66602,1.57246,1.10828,0.1589,0.15515,0.17189,0.15968,0.15981,0.15967,0.52171,0.00831,-92.37491,1.0,0.0,0.0,0.0,0.0,0.0015,-0.23537,0.0,0.00151,-0.23537,0.0,0.00152,-0.23537,0.0,0.00154,-0.23537,0.0,0.00157,-0.23537,0.0,0.00161,-0.23537,0.0,0.00166,-0.23537,0.0,0.00171,-0.23537,0.0,0.00176,-0.23537,0.0,0.00183,-0.23537,0.0,0.0019,-0.23537,0.0,0.00197,-0.23537,0.0,0.00205,-0.23537,0.0,0.00214,-0.23537,0.0,0.00223,-0.23537,0.0,0.00233,-0.23537,-0.0,0.00242,-0.23537,-0.0,0.00253,-0.23537,-0.0,0.00263,-0.23537,-0.0,0.00274,-0.23537,-1e-05,0.00285,-0.23537,-4e-05,0.00296,-0.23537,-0.00017,0.00307,-0.23533,-0.00035,-0.00075,-0.224,0.83365,-0.20075,0.016,1.0,0.0,0.0,-0.0,0.78364,-0.19797,0.01887,0.00143,0.71091,0.00158,0.70328,0.84915,-0.19786,0.01922,0.70583,-0.00142,-0.70837,0.00159,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,177.04932,177.04932
1,218,4.36,2.67871,-0.15095,0.04611,1.67013,1.57356,1.1084,0.25222,0.24809,0.26848,0.25306,0.25308,0.25388,0.52171,0.00831,-93.22847,1.0,0.0,0.0,0.0,0.0,0.00151,-0.23537,0.0,0.00151,-0.23537,0.0,0.00153,-0.23537,0.0,0.00155,-0.23537,0.0,0.00158,-0.23537,0.0,0.00162,-0.23537,0.0,0.00166,-0.23537,0.0,0.00171,-0.23537,0.0,0.00177,-0.23537,0.0,0.00183,-0.23537,0.0,0.0019,-0.23537,0.0,0.00198,-0.23537,0.0,0.00206,-0.23537,0.0,0.00214,-0.23537,0.0,0.00223,-0.23537,0.0,0.00233,-0.23537,-0.0,0.00243,-0.23537,-0.0,0.00253,-0.23537,-0.0,0.00263,-0.23537,-0.0,0.00274,-0.23537,-1e-05,0.00284,-0.23537,-4e-05,0.00294,-0.23537,-0.00037,0.00304,-0.23525,-0.00387,-0.00098,-0.22401,0.83013,-0.20098,0.016,1.0,0.0,-0.0,-0.0,0.78746,-0.19841,0.01884,0.00193,0.71259,0.00155,0.70158,0.84388,-0.19833,0.01913,0.7059,-0.00192,-0.7083,0.00157,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,184.21712,184.21712
1,219,4.38,2.67801,-0.15413,0.04567,1.67445,1.57483,1.10847,0.36768,0.36288,0.38654,0.36856,0.36866,0.36904,0.52171,0.00831,-94.08597,1.0,0.0,0.0,0.0,0.0,0.00151,-0.23537,0.0,0.00152,-0.23537,0.0,0.00154,-0.23537,0.0,0.00156,-0.23537,0.0,0.00159,-0.23537,0.0,0.00162,-0.23537,0.0,0.00167,-0.23537,0.0,0.00172,-0.23537,0.0,0.00178,-0.23537,0.0,0.00184,-0.23537,0.0,0.00191,-0.23537,0.0,0.00198,-0.23537,0.0,0.00206,-0.23537,0.0,0.00215,-0.23537,0.0,0.00224,-0.23537,-0.0,0.00234,-0.23537,-0.0,0.00244,-0.23537,-0.0,0.00254,-0.23537,-0.0,0.00266,-0.23537,-0.0,0.00279,-0.23537,-1e-05,0.00294,-0.23536,-8e-05,0.00313,-0.23535,-0.00287,0.00321,-0.23452,-0.01068,-0.00119,-0.22401,0.82332,-0.20118,0.016,1.0,0.0,-0.0,-0.0,0.79258,-0.19894,0.01895,0.0025,0.71416,0.00155,0.69998,0.83711,-0.1989,0.0192,0.70647,-0.00248,-0.70774,0.00158,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,191.18985,191.18985
1,220,4.4,2.67726,-0.15684,0.04523,1.67792,1.57584,1.10841,0.51082,0.50556,0.53152,0.51164,0.51186,0.51175,0.52171,0.00831,-94.94738,1.0,0.0,0.0,0.0,0.0,0.00152,-0.23537,0.0,0.00153,-0.23537,0.0,0.00154,-0.23537,0.0,0.00156,-0.23537,0.0,0.00159,-0.23537,0.0,0.00163,-0.23537,0.0,0.00167,-0.23537,0.0,0.00172,-0.23537,0.0,0.00178,-0.23537,0.0,0.00184,-0.23537,0.0,0.00191,-0.23537,0.0,0.00199,-0.23537,0.0,0.00207,-0.23537,0.0,0.00216,-0.23537,0.0,0.00225,-0.23537,-0.0,0.00236,-0.23537,-0.0,0.00248,-0.23537,-0.0,0.00262,-0.23537,-0.0,0.0028,-0.23536,-0.0,0.00304,-0.23535,-3e-05,0.00337,-0.23531,-0.001,0.00381,-0.23522,-0.00981,0.00268,-0.23311,-0.01911,-0.00146,-0.224,0.81488,-0.20145,0.016,1.0,0.0,-0.0,-0.0,0.79974,-0.19953,0.01895,0.00301,0.71521,0.00158,0.6989,0.82868,-0.19948,0.01921,0.7069,-0.003,-0.7073,0.00162,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,197.9415,197.9415
1,221,4.42,2.67779,-0.15719,0.04309,1.67244,1.57397,1.1082,0.55036,0.53997,0.56707,0.55094,0.54098,0.56393,0.52171,0.00831,-95.81272,1.0,0.0,0.0,0.0,0.0,0.00153,-0.23537,0.0,0.00153,-0.23537,0.0,0.00155,-0.23537,0.0,0.00157,-0.23537,0.0,0.0016,-0.23537,0.0,0.00164,-0.23537,0.0,0.00168,-0.23537,0.0,0.00173,-0.23537,0.0,0.00179,-0.23537,0.0,0.00185,-0.23537,0.0,0.00192,-0.23537,0.0,0.00199,-0.23537,0.0,0.00207,-0.23537,0.0,0.00216,-0.23537,0.0,0.00225,-0.23537,-0.0,0.00235,-0.23537,-0.0,0.00245,-0.23535,-0.0,0.00258,-0.23532,0.0,0.00273,-0.23525,1e-05,0.00293,-0.23528,0.00017,0.0032,-0.2354,-0.00133,0.00355,-0.23539,-0.01236,0.00132,-0.23465,-0.01741,-0.00167,-0.22406,0.81659,-0.20166,0.01594,1.0,-4e-05,-0.00016,-2e-05,0.80359,-0.1996,0.01879,0.00343,0.71283,0.00249,0.70133,0.82959,-0.19953,0.01908,0.69585,-0.00337,-0.71817,0.00257,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,204.44606,204.44606
1,222,4.44,2.67811,-0.15728,0.04233,1.67066,1.57363,1.108,0.55135,0.54156,0.57305,0.552,0.54259,0.56876,0.52171,0.00831,-96.68199,1.0,0.0,0.0,0.0,0.0,0.00153,-0.23537,0.0,0.00154,-0.23537,0.0,0.00156,-0.23537,0.0,0.00158,-0.23537,0.0,0.00161,-0.23537,0.0,0.00164,-0.23537,0.0,0.00169,-0.23537,0.0,0.00174,-0.23537,0.0,0.00179,-0.23537,0.0,0.00186,-0.23537,0.0,0.00193,-0.23537,0.0,0.002,-0.23537,0.0,0.00208,-0.23537,0.0,0.00217,-0.23537,0.0,0.00226,-0.23537,-0.0,0.00236,-0.23537,-0.0,0.00247,-0.23536,-0.0,0.0026,-0.23533,0.0,0.00277,-0.23528,1e-05,0.003,-0.23536,0.00019,0.00329,-0.23558,-0.00201,0.00358,-0.23547,-0.01235,0.00142,-0.23493,-0.01672,-0.00172,-0.22404,0.81728,-0.20172,0.01597,1.0,-1e-05,-0.00017,-1e-05,0.80426,-0.19958,0.01881,0.00357,0.71348,0.00297,0.70066,0.83027,-0.1995,0.01917,0.69379,-0.00349,-0.72016,0.00307,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,210.67752,210.67752
1,223,4.46,2.67821,-0.15732,0.04196,1.66979,1.57332,1.10791,0.55327,0.54328,0.57577,0.55392,0.54419,0.57165,0.52171,0.00831,-97.55517,1.0,0.0,0.0,0.0,0.0,0.00154,-0.23537,0.0,0.00155,-0.23537,0.0,0.00156,-0.23537,0.0,0.00158,-0.23537,0.0,0.00161,-0.23537,0.0,0.00165,-0.23537,0.0,0.00169,-0.23537,0.0,0.00174,-0.23537,0.0,0.0018,-0.23537,0.0,0.00186,-0.23537,0.0,0.00193,-0.23537,0.0,0.00201,-0.23537,0.0,0.00209,-0.23537,0.0,0.00217,-0.23537,0.0,0.00227,-0.23537,-0.0,0.00238,-0.23537,-0.0,0.0025,-0.23536,0.0,0.00264,-0.23535,0.0,0.00283,-0.23532,1e-05,0.00307,-0.23537,0.00015,0.00338,-0.23551,-0.00247,0.00359,-0.23541,-0.01146,0.00192,-0.23505,-0.01637,-0.00179,-0.22405,0.81763,-0.20179,0.01596,1.0,-2e-05,-0.00017,-1e-05,0.80469,-0.19958,0.01882,0.00362,0.71338,0.00314,0.70076,0.83054,-0.19949,0.01921,0.69286,-0.00352,-0.72106,0.00325,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,216.60987,216.60987
1,224,4.48,2.67832,-0.15735,0.04162,1.669,1.57305,1.10787,0.55499,0.54477,0.57834,0.55561,0.5456,0.57426,0.52171,0.00831,-98.43229,1.0,0.0,0.0,0.0,0.0,0.00155,-0.23537,0.0,0.00155,-0.23537,0.0,0.00157,-0.23537,0.0,0.00159,-0.23537,0.0,0.00162,-0.23537,0.0,0.00166,-0.23537,0.0,0.0017,-0.23537,0.0,0.00175,-0.23537,0.0,0.00181,-0.23537,0.0,0.00187,-0.23537,0.0,0.00194,-0.23537,0.0,0.00201,-0.23537,0.0,0.0021,-0.23537,0.0,0.00219,-0.23537,0.0,0.00228,-0.23537,-0.0,0.0024,-0.23537,-0.0,0.00253,-0.23537,0.0,0.00269,-0.23536,0.0,0.00288,-0.23534,2e-05,0.00313,-0.23537,0.0001,0.00344,-0.23544,-0.00277,0.00359,-0.23536,-0.01048,0.00242,-0.2352,-0.01606,-0.00183,-0.22405,0.81794,-0.20183,0.01595,1.0,-3e-05,-0.00018,-1e-05,0.80504,-0.19957,0.01882,0.00366,0.71335,0.00329,0.70079,0.83079,-0.19948,0.01924,0.69201,-0.00356,-0.72187,0.0034,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,222.2171,222.2171
1,225,4.5,2.67842,-0.15738,0.04133,1.66829,1.57283,1.10785,0.55655,0.54614,0.58075,0.55716,0.54691,0.57661,0.52171,0.00831,-99.31332,1.0,0.0,0.0,0.0,0.0,0.00155,-0.23537,0.0,0.00156,-0.23537,0.0,0.00158,-0.23537,0.0,0.0016,-0.23537,0.0,0.00163,-0.23537,0.0,0.00166,-0.23537,0.0,0.00171,-0.23537,0.0,0.00176,-0.23537,0.0,0.00181,-0.23537,0.0,0.00187,-0.23537,0.0,0.00194,-0.23537,0.0,0.00202,-0.23537,0.0,0.0021,-0.23537,0.0,0.0022,-0.23537,0.0,0.0023,-0.23537,-0.0,0.00242,-0.23537,-0.0,0.00256,-0.23537,0.0,0.00272,-0.23536,0.0,0.00293,-0.23536,2e-05,0.00318,-0.23537,5e-05,0.00349,-0.2354,-0.00296,0.00359,-0.23535,-0.01004,0.00262,-0.23526,-0.01579,-0.00185,-0.22406,0.81821,-0.20185,0.01594,1.0,-3e-05,-0.0002,-1e-05,0.80536,-0.19957,0.01882,0.00372,0.71336,0.00343,0.70078,0.83101,-0.19947,0.01927,0.69127,-0.00361,-0.72258,0.00354,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,227.4732,227.4732
1,226,4.52,2.67852,-0.1574,0.04108,1.66767,1.57266,1.10783,0.55803,0.54744,0.58303,0.55862,0.54815,0.57877,0.52171,0.00831,-100.19828,1.0,0.0,0.0,0.0,0.0,0.00156,-0.23537,0.0,0.00157,-0.23537,0.0,0.00158,-0.23537,0.0,0.0016,-0.23537,0.0,0.00163,-0.23537,0.0,0.00167,-0.23537,0.0,0.00171,-0.23537,0.0,0.00176,-0.23537,0.0,0.00182,-0.23537,0.0,0.00188,-0.23537,0.0,0.00195,-0.23537,0.0,0.00203,-0.23537,0.0,0.00211,-0.23537,0.0,0.00221,-0.23537,0.0,0.00232,-0.23537,-0.0,0.00244,-0.23537,-0.0,0.00259,-0.23537,0.0,0.00276,-0.23537,0.0,0.00297,-0.23536,2e-05,0.00323,-0.23537,-1e-05,0.00352,-0.23538,-0.00307,0.00359,-0.23535,-0.00995,0.00263,-0.23526,-0.01554,-0.00187,-0.22406,0.81846,-0.20187,0.01594,1.0,-3e-05,-0.00022,-2e-05,0.80564,-0.19956,0.01882,0.00377,0.71339,0.00355,0.70075,0.8312,-0.19946,0.01929,0.69062,-0.00365,-0.7232,0.00367,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,232.35217,232.35217
1,227,4.54,2.67861,-0.15743,0.04085,1.66713,1.57252,1.10782,0.55943,0.54867,0.58518,0.56,0.54934,0.58076,0.52171,0.00831,-101.08717,1.0,0.0,0.0,0.0,0.0,0.00157,-0.23537,0.0,0.00157,-0.23537,0.0,0.00159,-0.23537,0.0,0.00161,-0.23537,0.0,0.00164,-0.23537,0.0,0.00168,-0.23537,0.0,0.00172,-0.23537,0.0,0.00177,-0.23537,0.0,0.00182,-0.23537,0.0,0.00189,-0.23537,0.0,0.00196,-0.23537,0.0,0.00204,-0.23537,0.0,0.00213,-0.23537,0.0,0.00222,-0.23537,0.0,0.00234,-0.23537,-0.0,0.00246,-0.23537,0.0,0.00261,-0.23537,0.0,0.00279,-0.23537,0.0,0.00301,-0.23537,2e-05,0.00326,-0.23537,-5e-05,0.00354,-0.23538,-0.00314,0.00358,-0.23536,-0.00992,0.00261,-0.23527,-0.01532,-0.00189,-0.22407,0.81868,-0.20188,0.01593,1.0,-3e-05,-0.00025,-2e-05,0.80589,-0.19955,0.01882,0.00382,0.71344,0.00367,0.7007,0.83136,-0.19945,0.01931,0.69004,-0.00369,-0.72375,0.00379,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,236.82798,236.82798
1,228,4.56,2.67869,-0.15745,0.04066,1.66665,1.5724,1.10781,0.56069,0.54978,0.58714,0.56124,0.55041,0.58257,0.52171,0.00831,-101.97997,1.0,0.0,0.0,0.0,0.0,0.00157,-0.23537,0.0,0.00158,-0.23537,0.0,0.0016,-0.23537,0.0,0.00162,-0.23537,0.0,0.00165,-0.23537,0.0,0.00168,-0.23537,0.0,0.00173,-0.23537,0.0,0.00177,-0.23537,0.0,0.00183,-0.23537,0.0,0.0019,-0.23537,0.0,0.00197,-0.23537,0.0,0.00205,-0.23537,0.0,0.00214,-0.23537,0.0,0.00224,-0.23537,0.0,0.00235,-0.23537,-0.0,0.00249,-0.23537,0.0,0.00264,-0.23537,0.0,0.00282,-0.23537,0.0,0.00304,-0.23537,2e-05,0.00328,-0.23537,-0.0001,0.00355,-0.23537,-0.0032,0.00357,-0.23536,-0.00991,0.00258,-0.23528,-0.01514,-0.00189,-0.22407,0.81886,-0.20189,0.01593,1.0,-3e-05,-0.00027,-2e-05,0.80611,-0.19954,0.01882,0.00386,0.7135,0.00377,0.70064,0.8315,-0.19944,0.01933,0.68953,-0.00373,-0.72424,0.0039,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,240.87464,240.87464
1,229,4.58,2.67876,-0.15747,0.04048,1.66621,1.57229,1.10785,0.56169,0.55066,0.58889,0.56223,0.55126,0.58411,0.52171,0.00831,-102.87671,1.0,0.0,0.0,0.0,0.0,0.00158,-0.23537,0.0,0.00159,-0.23537,0.0,0.0016,-0.23537,0.0,0.00162,-0.23537,0.0,0.00165,-0.23537,0.0,0.00169,-0.23537,0.0,0.00173,-0.23537,0.0,0.00178,-0.23537,0.0,0.00184,-0.23537,0.0,0.0019,-0.23537,0.0,0.00198,-0.23537,0.0,0.00206,-0.23537,0.0,0.00215,-0.23537,0.0,0.00225,-0.23537,0.0,0.00237,-0.23537,-0.0,0.00251,-0.23537,0.0,0.00267,-0.23537,0.0,0.00285,-0.23537,0.0,0.00306,-0.23537,1e-05,0.0033,-0.23537,-0.00014,0.00355,-0.23537,-0.00325,0.00355,-0.23537,-0.0099,0.00256,-0.23528,-0.01499,-0.0019,-0.22407,0.81901,-0.2019,0.01593,1.0,-4e-05,-0.0003,-0.0,0.8063,-0.19953,0.01882,0.00391,0.71359,0.00384,0.70054,0.83163,-0.19943,0.01934,0.68906,-0.00378,-0.72469,0.00397,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,244.46612,244.46612
1,230,4.6,2.67883,-0.15749,0.04033,1.66585,1.5722,1.1079,0.5626,0.55146,0.59042,0.56312,0.55202,0.58544,0.52171,0.00831,-103.77736,1.0,0.0,0.0,0.0,0.0,0.00159,-0.23537,0.0,0.00159,-0.23537,0.0,0.00161,-0.23537,0.0,0.00163,-0.23537,0.0,0.00166,-0.23537,0.0,0.0017,-0.23537,0.0,0.00174,-0.23537,0.0,0.00179,-0.23537,0.0,0.00185,-0.23537,0.0,0.00191,-0.23537,0.0,0.00199,-0.23537,0.0,0.00207,-0.23537,0.0,0.00216,-0.23537,0.0,0.00227,-0.23537,0.0,0.00239,-0.23537,0.0,0.00253,-0.23537,0.0,0.00269,-0.23537,0.0,0.00287,-0.23537,0.0,0.00308,-0.23537,1e-05,0.00331,-0.23537,-0.00018,0.00355,-0.23537,-0.00329,0.00353,-0.23537,-0.00989,0.00254,-0.23529,-0.01486,-0.00191,-0.22407,0.81914,-0.20191,0.01593,1.0,-4e-05,-0.00033,1e-05,0.80646,-0.19952,0.01882,0.00396,0.71367,0.0039,0.70046,0.83174,-0.19942,0.01936,0.68867,-0.00382,-0.72506,0.00404,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,247.57643,247.57643
1,231,4.62,2.67889,-0.1575,0.04021,1.66553,1.57212,1.10794,0.56335,0.55211,0.59171,0.56385,0.55265,0.58655,0.52171,0.00831,-104.68194,1.0,0.0,0.0,0.0,0.0,0.00159,-0.23537,0.0,0.0016,-0.23537,0.0,0.00162,-0.23537,0.0,0.00164,-0.23537,0.0,0.00167,-0.23537,0.0,0.0017,-0.23537,0.0,0.00175,-0.23537,0.0,0.0018,-0.23537,0.0,0.00185,-0.23537,0.0,0.00192,-0.23537,0.0,0.00199,-0.23537,0.0,0.00208,-0.23537,0.0,0.00217,-0.23537,0.0,0.00228,-0.23537,0.0,0.00241,-0.23537,0.0,0.00255,-0.23537,0.0,0.00271,-0.23537,0.0,0.00289,-0.23537,0.0,0.00309,-0.23537,1e-05,0.00332,-0.23537,-0.00021,0.00355,-0.23537,-0.00333,0.00351,-0.23537,-0.00988,0.00253,-0.2353,-0.01474,-0.00191,-0.22408,0.81926,-0.20191,0.01592,1.0,-4e-05,-0.00035,2e-05,0.8066,-0.19951,0.01882,0.00401,0.71373,0.00395,0.7004,0.83184,-0.1994,0.01937,0.68833,-0.00386,-0.72538,0.00409,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,250.17956,250.17956
1,232,4.64,2.67895,-0.15752,0.04009,1.66525,1.57205,1.10798,0.56394,0.55264,0.59276,0.56444,0.55316,0.58742,0.52171,0.00831,-105.59045,1.0,0.0,0.0,0.0,0.0,0.0016,-0.23537,0.0,0.00161,-0.23537,0.0,0.00162,-0.23537,0.0,0.00164,-0.23537,0.0,0.00167,-0.23537,0.0,0.00171,-0.23537,0.0,0.00175,-0.23537,0.0,0.0018,-0.23537,0.0,0.00186,-0.23537,0.0,0.00193,-0.23537,0.0,0.002,-0.23537,0.0,0.00209,-0.23537,0.0,0.00219,-0.23537,0.0,0.0023,-0.23537,0.0,0.00242,-0.23537,0.0,0.00256,-0.23537,0.0,0.00273,-0.23537,0.0,0.00291,-0.23537,0.0,0.00311,-0.23537,1e-05,0.00332,-0.23537,-0.00024,0.00354,-0.23537,-0.00337,0.00349,-0.23537,-0.00987,0.00251,-0.2353,-0.01464,-0.00192,-0.22408,0.81936,-0.20192,0.01592,1.0,-4e-05,-0.00037,2e-05,0.80673,-0.1995,0.01882,0.00404,0.71378,0.004,0.70035,0.83192,-0.19939,0.01938,0.68806,-0.0039,-0.72563,0.00414,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,252.24949,252.24949
1,233,4.66,2.679,-0.15753,0.04,1.66501,1.57199,1.10801,0.5644,0.55304,0.59353,0.56488,0.55355,0.58807,0.52171,0.00831,-106.50288,1.0,0.0,0.0,0.0,0.0,0.00161,-0.23537,0.0,0.00161,-0.23537,0.0,0.00163,-0.23537,0.0,0.00165,-0.23537,0.0,0.00168,-0.23537,0.0,0.00172,-0.23537,0.0,0.00176,-0.23537,0.0,0.00181,-0.23537,0.0,0.00187,-0.23537,0.0,0.00194,-0.23537,0.0,0.00201,-0.23537,0.0,0.0021,-0.23537,0.0,0.0022,-0.23537,0.0,0.00231,-0.23537,0.0,0.00244,-0.23537,0.0,0.00258,-0.23537,0.0,0.00274,-0.23537,0.0,0.00292,-0.23537,0.0,0.00312,-0.23537,0.0,0.00333,-0.23537,-0.00028,0.00354,-0.23537,-0.0034,0.00348,-0.23537,-0.00986,0.0025,-0.2353,-0.01454,-0.00192,-0.22408,0.81946,-0.20192,0.01592,1.0,-4e-05,-0.00038,2e-05,0.80683,-0.19949,0.01882,0.00407,0.71379,0.00404,0.70034,0.832,-0.19938,0.01939,0.68784,-0.00392,-0.72584,0.00418,2.68085,2.68085,-0.14222,-0.14222,0.04717,0.04717,1.65248,1.65248,1.56904,1.56904,1.10812,1.10812,253.76021,253.76021
